item,cluster
Appingedam,0
Bedum,0
Ten Boer,0
Delfzijl,0
Groningen,0
Grootegast,0
Stein,1
Vaals,1
Venlo,1
Haren,0
Leek,0
Loppersum,0
Marum,0
Almere,0
Voerendaal,1
Stadskanaal,0
Veendam,0
Zeewolde,0
Winsum,0
Zuidhorn,0
Dongeradeel,0
Achtkarspelen,0
Ameland,0
Valkenburg aan de Geul,1
Arnhem,0
Harlingen,0
Heerenveen,0
Kollumerland en Nieuwkruisland,0
Leeuwarden,0
Ooststellingwerf,0
Opsterland,0
Schiermonnikoog,0
Smallingerland,0
Terschelling,0
Vlieland,0
Weststellingwerf,0
Assen,0
Coevorden,0
Emmen,0
Hoogeveen,0
Meppel,0
Almelo,0
Borne,0
Dalfsen,0
Deventer,0
Cromstrijen,0
Enschede,0
Barneveld,0
Haaksbergen,0
Hardenberg,0
Hellendoorn,0
Heemstede,0
Diemen,0
Hengelo,0
Harderwijk,0
Kampen,0
Losser,0
Noordoostpolder,0
Haarlemmerliede en Spaarnwoude,0
Oldenzaal,0
Ommen,0
Raalte,0
Staphorst,0
Tubbergen,0
Urk,0
Weert,1
Wierden,0
Zwolle,0
Aalten,0
Apeldoorn,0
Beuningen,0
Brummen,0
Buren,0
Culemborg,0
Doesburg,0
Doetinchem,0
Druten,0
Lelystad,0
Horst aan de Maas,1
Oude IJsselstreek,0
Utrechtse Heuvelrug,0
Oost Gelre,0
Koggenland,0
Hattem,0
Duiven,0
Ede,0
Elburg,0
Rozendaal,0
Epe,0
Ermelo,0
Geldermalsen,0
Westervoort,0
Heerde,0
Heumen,0
Lochem,0
Zutphen,0
Maasdriel,1
Nijkerk,0
Nijmegen,0
Oldebroek,0
Putten,0
Renkum,0
Rheden,0
Bunschoten,0
Scherpenzeel,0
Tiel,0
Voorst,0
Wageningen,0
Winterswijk,0
Wijchen,0
Zaltbommel,1
Zevenaar,0
Nunspeet,0
Dronten,0
Neerijnen,0
Amersfoort,0
Baarn,0
De Bilt,0
Bunnik,0
Eemnes,0
Houten,0
Leusden,0
Lopik,0
Montfoort,0
Renswoude,0
Steenwijkerland,0
Rhenen,0
Soest,0
Utrecht,0
Veenendaal,0
Woudenberg,0
Cranendonck,1
Moerdijk,0
Echt-Susteren,1
Sluis,0
Drimmelen,0
Wijk bij Duurstede,0
IJsselstein,0
Zeist,0
Nieuwegein,0
Aalsmeer,0
Alkmaar,0
Blaricum,0
Amstelveen,0
Amsterdam,0
Beemster,0
Bergen (NH.),0
Beverwijk,0
Bladel,1
Gulpen-Wittem,1
Tynaarlo,0
Eijsden-Margraten,1
Stichtse Vecht,0
Midden-Drenthe,0
Overbetuwe,0
Hof van Twente,0
Neder-Betuwe,0
Geldrop-Mierlo,1
Olst-Wijhe,0
Dinkelland,0
Bloemendaal,0
Goeree-Overflakkee,0
Castricum,0
Edam-Volendam,0
Enkhuizen,0
Haarlem,0
Haarlemmermeer,0
Heemskerk,0
Heerhugowaard,0
Hoorn,0
Heiloo,0
Den Helder,0
Hilversum,0
Papendrecht,0
Huizen,0
Landsmeer,0
Langedijk,0
Laren,0
Purmerend,0
Medemblik,0
Oostzaan,0
Opmeer,0
Ouder-Amstel,0
Schagen,0
Texel,0
Uitgeest,0
Uithoorn,0
Velsen,0
Krimpenerwaard,0
De Fryske Marren,0
Midden-Groningen,0
Weesp,0
Zandvoort,0
Barendrecht,0
Zaanstad,0
Alblasserdam,0
Nissewaard,0
Montferland,0
Drechterland,0
Alphen aan den Rijn,0
Brielle,0
Capelle aan den IJssel,0
Delft,0
Dordrecht,0
Gorinchem,0
Gouda,0
's-Gravenhage,0
Hardinxveld-Giessendam,0
Hillegom,0
Hellevoetsluis,0
Hendrik-Ido-Ambacht,0
Stede Broec,0
Katwijk,0
Krimpen aan den IJssel,0
Leerdam,0
Leiden,0
Leiderdorp,0
Lisse,0
Maassluis,0
Nieuwkoop,0
Noordwijk,0
Noordwijkerhout,0
Oegstgeest,0
Oud-Beijerland,0
Binnenmaas,0
Korendijk,0
Oudewater,0
Rijswijk,0
Ridderkerk,0
Rotterdam,0
Schiedam,0
Sliedrecht,0
Albrandswaard,0
Westvoorne,0
Strijen,0
Zwijndrecht,0
Vianen,0
Vlaardingen,0
Voorschoten,0
Waddinxveen,0
Wassenaar,0
Woerden,0
Zoetermeer,0
Zoeterwoude,0
Borsele,0
Goes,0
Kapelle,0
West Maas en Waal,0
Hulst,0
Reimerswaal,0
Tholen,0
Middelburg,0
Giessenlanden,0
Zederik,0
Terneuzen,0
Pekela,0
Reusel-De Mierden,1
Roerdalen,1
Roosendaal,0
Veere,0
Vlissingen,0
Maasgouw,1
Eemsmond,0
Gemert-Bakel,1
Halderberge,0
Lingewaal,0
De Ronde Venen,0
Tytsjerksteradiel,0
Aalburg,1
Asten,1
Baarle-Nassau,0
Bergen op Zoom,0
Best,1
Boekel,1
Boxmeer,0
Boxtel,1
Breda,0
Deurne,1
Dongen,1
Eersel,1
Eindhoven,1
Etten-Leur,0
Schouwen-Duiveland,0
Aa en Hunze,0
Geertruidenberg,0
Gilze en Rijen,1
Goirle,1
Grave,0
Haaren,1
Helmond,1
's-Hertogenbosch,1
Heusden,1
Hilvarenbeek,1
Loon op Zand,1
Sint-Michielsgestel,1
Mill en Sint Hubert,0
"Nuenen, Gerwen en Nederwetten",1
Oirschot,1
Oisterwijk,1
Oosterhout,0
Oss,1
Rucphen,0
Someren,1
Son en Breugel,1
Nederweert,1
Borger-Odoorn,0
Steenbergen,0
Waterland,0
Tilburg,1
Uden,1
Valkenswaard,1
Cuijk,0
Veldhoven,1
Vught,1
Landerd,1
De Wolden,0
Lansingerland,0
Leudal,1
Noord-Beveland,0
Wijdemeren,0
Noordenveld,0
Twenterand,0
Westerveld,0
Waalre,1
Sint Anthonis,0
Waalwijk,1
Werkendam,0
Woensdrecht,0
Woudrichem,0
Zundert,0
Onderbanken,1
Wormerland,0
Brunssum,1
Landgraaf,1
Beek,1
Mook en Middelaar,0
Beesel,1
Bergen (L.),0
Gennep,0
Heerlen,1
Kerkrade,1
Maastricht,1
Meerssen,1
Nuth,1
Roermond,1
Schinnen,1
Simpelveld,1
Venray,1
Teylingen,0
Heeze-Leende,1
Laarbeek,1
De Marne,0
Lingewaard,0
Bernheze,1
Ferwerderadiel,0
Alphen-Chaam,0
Bergeijk,1
Rijssen-Holten,0
Westland,0
Midden-Delfland,0
Berkelland,0
Bronckhorst,0
Sittard-Geleen,1
Kaag en Braassem,0
Dantumadiel,0
Zuidplas,0
Peel en Maas,1
Oldambt,0
Zwartewaterland,0
Súdwest-Fryslân,0
Bodegraven-Reeuwijk,0
Hollands Kroon,0
Leidschendam-Voorburg,0
Pijnacker-Nootdorp,0
Molenwaard,0
Gooise Meren,0
Berg en Dal,0
Meierijstad,1
Waadhoeke,0
Westerwolde,0
